,Video_path,Frame_number,shoulder_distance,elbow_distance,shoulder_angle,arm_to_height_ratio,Person_number
0,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,51,0.8253520979931795,1.3802824130186468,-2.9219094909333223,-12.669692310587623,5
1,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,81,0.23341585476943816,0.15927461320184294,3.0901523268122517,-11.746744103971595,2
2,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,111,0.9174427041058267,1.1492349732981315,-3.0836968653180303,-30.507756908644254,2
3,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,141,0.10860625858957837,0.05907722327716222,-3.0659771804118514,1.0733123204167612,3
4,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,201,0.3215553809804175,0.12500240251545314,3.0418221605540805,2.429184030617075,3
5,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,231,0.16777405639644744,0.27115247929809916,-2.8789323149106223,6.02651042723006,1
6,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,321,0.40279022766718675,0.3845061627185905,-1.347683596647827,-0.8129013083921607,3
7,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,351,0.5343887952033183,0.6526953870353501,-1.313696816021099,-1.6170329174545932,2
8,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,381,0.46595374806086814,0.6183253621914604,-1.5136613669656303,-2.0527722882408725,2
9,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,411,2.8957032288090283,2.9936634471183425,-1.6310943909697568,-1.8520112756253952,2
10,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,471,0.24764359579404976,0.12109567434197266,0.6533586489991325,1.1063753651638408,4
11,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,501,0.6404012225441358,0.8800187709051437,1.2959024847755982,2.415069245278253,5
12,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,531,1.8935123889793537,2.7347101039350767,1.3828394185520316,3.83194324408283,2
13,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,651,1.645060874141574,2.1591391125822277,0.04690391675916958,20.5352954221421,1
14,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,801,0.17222047682631506,0.21207952277378259,-0.6391286123718222,-3.850791037110313,5
15,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,831,0.15132455583592652,0.12880437053650506,-2.101333068618144,-0.6942242277113141,3
16,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,861,2.5103998802420366,2.471542884188265,-1.484351214341553,-1.2717892912800828,1
17,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,891,0.6997819558665491,0.7513498248204932,-3.1124387331180663,-12.299317593807366,5
18,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,921,1.7176705847782405,2.0122746435488574,-2.3619592948775323,-1.9648115353055917,2
19,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,951,0.2943428016458085,0.4203105169437214,1.7727248004801344,1.4991213216743295,3
20,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,981,0.2067740996998626,0.08322435139827317,-1.7820055049108385,-0.38955725257033286,2
21,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1011,0.21781314352925174,0.06398854061469987,-1.777017043897504,-0.2652830496078866,2
22,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1191,1.5475231328476793,2.067999228034902,-1.611224692525364,-2.106105091767667,2
23,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1311,0.345540901140946,0.2942549981084574,-1.9702533516050103,-1.0237740318392343,5
24,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1341,0.2735936766500718,0.5261713143947543,-1.528623894999989,-2.6029303145017333,3
25,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1461,0.525146728602856,0.7361983015960448,-1.698994873026414,-1.994148491658714,2
26,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1491,0.462799524580805,1.165021979586933,-1.6659979842289723,-5.072172683845213,4
27,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1521,2.249504977875892,3.298395464982634,-1.6098305943235813,-4.334184212617302,2
28,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1551,0.5729841554053325,0.8742825672404244,-1.881053604814361,-2.6941606227024346,1
29,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1641,0.4496906433253765,0.7227165318248188,2.0506266779786153,2.619490584051915,2
30,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1731,0.44226347296465457,0.6581391835543351,-1.6068008446394226,-2.4873040226702527,1
31,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1761,0.5422714293366111,0.9266447361397475,-1.6121853764767786,-2.522203016042621,1
32,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1791,0.4654571980241313,0.8306240754012196,-1.5618866400448863,-2.463300249273245,1
33,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1881,0.26098759730147725,0.3759921177713224,-1.659265727220931,-1.8505950014043275,1
34,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1941,0.0550750790832742,0.09828381548101342,-1.5863314744535357,-42.21635990755283,3
35,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,1971,0.0599843418943332,0.09050795225651864,-2.4086347825218546,-1.0744451765988736,5
36,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2001,0.4503461650950378,0.34310327138141616,-1.5203542872107105,-1.1874020612175815,4
37,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2031,0.11498770844988766,0.10928650334263099,-1.6626226135532882,-2.0079905427573266,3
38,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2061,0.16891626907032975,0.08190061211249199,2.9197698058632127,-12.673180597691397,3
39,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2091,0.19079718835931764,0.06160902280668299,0.8070966455999576,0.5087417364559764,6
40,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2121,0.2141446302491695,0.24443701211303873,-2.5609744390085853,2.8064123979897624,4
41,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2151,1.0341259610137425,1.3194278114568154,1.6769813494410346,1.788820495982164,5
42,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2181,0.13459309070154524,0.0612211528483588,1.2941283479802577,-2.979648242898219,3
43,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2211,0.20272501630991427,0.4377946321101095,-0.20308090102053505,4.5627254854718124,2
44,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2241,0.5107216347099323,0.4058360530011488,1.6223932868195932,0.658567449422116,4
45,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2271,0.5450816769700615,0.8203584321906942,1.4633384088968775,2.5720553662188888,5
46,/content/Anomaly_Videos/Assault/Assault013_x264.mp4,2301,0.102254221251339,0.10824894063853435,-1.9067245915950022,1.3526806907942908,3
47,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1663,0.2743642575083143,0.2824622082641792,-3.121884523182957,174.28622055074823,3
48,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1693,0.06869527987093035,0.03374672795387121,0.1488871588895092,-2.808476102766854,2
49,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1723,0.12661612133190867,0.1295666852816091,3.139907364804602,17.678877551154063,1
50,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1753,0.0890966027917884,0.21123214854540737,-3.0414807321584734,19.369738643913344,1
51,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1783,0.12442658920122622,0.03367305693689336,0.03425671755709366,1.763104608777316,2
52,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1813,0.08325568396964726,0.1926160192104266,2.2999040851404535,4.848509329778691,2
53,/content/Anomaly_Videos/Assault/Assault014_x264.mp4,1843,0.25830080906066427,0.4943262837388203,2.593286304308636,8.346250603080978,1
