,Video_path,Frame_number,shoulder_distance,elbow_distance,shoulder_angle,arm_to_height_ratio,Person_number
0,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,38,0.10094029496700836,0.1391085370164873,0.5666129611039425,1.6445887410989013,1
1,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,366,0.14042140924216484,0.08585371625764533,1.0980089102063901,0.8001928514486146,1
2,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,454,0.24475899445675664,0.23151829100903792,1.6804619464734347,1.175498785746534,1
3,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,510,1.7321335518184422,2.0851430909782227,1.4976383296776852,1.8849674886257775,1
4,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,574,0.6441848684934972,1.1199518593514168,1.6718050138978726,2.929974720080625,1
5,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,582,0.5192020866697497,0.21217908273601754,1.7106196610179318,-1.1960097113894432,1
6,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,590,0.9943011250716127,1.0857156409751285,1.6653094820159617,1.5984901348614988,1
7,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,598,0.60523957536738,0.7212575486031021,1.6437316767291048,1.1394094068244867,1
8,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,854,0.38369283682316674,0.5823004690728287,1.8678736364747193,2.06907675660792,1
9,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,862,0.38403684860346377,0.573901238160405,1.9341118498765102,2.1131452631136147,1
10,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,870,0.3351179570291685,0.5054734130746835,1.6381493003675425,2.132982775896722,1
11,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,878,0.3192184212008829,0.4942672969927166,1.8629975314961433,2.265739944491413,1
12,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,886,0.021666202989880437,0.037964907969410114,0.5917542926974686,1.482157809622785,1
13,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,894,0.030711526362292133,0.04771324607211171,-1.0042193847164005,-1.5681952045139396,1
14,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,934,0.11179384147145245,0.12722667772966567,1.7588862213933762,1.7653412839362435,1
15,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,942,0.051538071916429284,0.08586698338809969,1.9160778236282294,4.170890593899641,1
16,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,950,0.21529139545165812,0.08199451064622332,1.854764046661259,0.7254033164921084,1
17,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,958,0.10938831320725717,0.019057724781282846,-1.579171118121307,-0.1616618246612457,1
18,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,966,0.3665798205693533,0.5410628506018882,1.6425675145597745,1.7998089886916453,1
19,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,1046,0.24713260637232054,0.39723308964895104,1.7751921907225126,3.0120257248933577,1
20,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,1054,0.009839424701175213,0.008873092344559493,-1.9983833883928437,-0.21350968809896997,1
21,/content/Anomaly_Videos/Vandalism/Vandalism001_x264.mp4,1062,0.07524032204900073,0.08085432452477391,0.8892374537706832,3.5323309743487545,1
